Hz,dBm
1.542300000E+07,-8.89423E+01
1.546280000E+07,-9.87750E+01
1.546280000E+07,-8.88660E+01
1.550260000E+07,-9.44293E+01
1.550260000E+07,-8.94855E+01
1.554240000E+07,-9.96692E+01
1.554240000E+07,-8.99982E+01
1.558220000E+07,-1.00173E+02
1.558220000E+07,-8.90643E+01
1.562200000E+07,-9.75879E+01
1.562200000E+07,-8.88202E+01
1.566180000E+07,-9.80518E+01
1.566180000E+07,-8.85333E+01
1.570160000E+07,-9.79083E+01
1.570160000E+07,-9.02850E+01
1.574140000E+07,-9.65564E+01
1.574140000E+07,-9.00867E+01
1.578120000E+07,-9.53296E+01
1.578120000E+07,-8.76392E+01
1.582100000E+07,-9.82410E+01
1.582100000E+07,-8.93573E+01
1.586080000E+07,-9.84912E+01
1.586080000E+07,-8.76910E+01
1.590060000E+07,-9.78900E+01
1.590060000E+07,-8.84723E+01
1.594040000E+07,-9.98553E+01
1.594040000E+07,-9.18719E+01
1.598020000E+07,-9.79358E+01
1.598020000E+07,-8.80237E+01
1.602000000E+07,-9.59247E+01
1.602000000E+07,-8.97876E+01
1.605980000E+07,-9.97516E+01
1.605980000E+07,-8.92383E+01
1.609960000E+07,-9.64740E+01
1.609960000E+07,-8.95068E+01
1.613940000E+07,-9.64069E+01
1.613940000E+07,-8.91467E+01
1.617920000E+07,-9.73285E+01
1.617920000E+07,-8.92291E+01
1.621900000E+07,-9.90802E+01
1.621900000E+07,-9.17773E+01
1.625880000E+07,-9.65198E+01
1.625880000E+07,-8.89545E+01
1.629860000E+07,-9.37335E+01
1.629860000E+07,-8.99524E+01
1.633840000E+07,-9.72827E+01
1.633840000E+07,-8.75812E+01
1.637820000E+07,-1.02410E+02
1.637820000E+07,-9.02209E+01
1.641800000E+07,-9.51984E+01
1.641800000E+07,-8.81091E+01
1.645780000E+07,-9.53784E+01
1.645780000E+07,-8.87042E+01
1.649760000E+07,-9.77740E+01
1.649760000E+07,-8.98517E+01
1.653740000E+07,-9.82349E+01
1.653740000E+07,-8.88934E+01
1.657720000E+07,-9.82745E+01
1.657720000E+07,-9.04132E+01
1.661700000E+07,-9.59430E+01
1.661700000E+07,-9.00775E+01
1.665680000E+07,-9.56439E+01
1.665680000E+07,-8.90948E+01
1.669660000E+07,-9.55493E+01
1.669660000E+07,-8.77277E+01
1.673640000E+07,-9.63855E+01
1.673640000E+07,-8.80176E+01
1.677620000E+07,-9.86713E+01
1.677620000E+07,-8.84998E+01
1.681600000E+07,-9.75665E+01
1.681600000E+07,-8.68579E+01
1.685580000E+07,-9.77679E+01
1.685580000E+07,-8.99921E+01
1.689560000E+07,-9.74780E+01
1.689560000E+07,-8.69159E+01
1.693540000E+07,-9.62207E+01
1.693540000E+07,-9.06360E+01
1.697520000E+07,-9.61414E+01
1.697520000E+07,-8.78864E+01
1.701500000E+07,-9.75208E+01
1.701500000E+07,-8.95770E+01
1.705480000E+07,-9.76428E+01
1.705480000E+07,-8.79688E+01
1.709460000E+07,-1.00966E+02
1.709460000E+07,-8.72546E+01
1.713440000E+07,-9.84729E+01
1.713440000E+07,-8.85822E+01
1.717420000E+07,-9.81219E+01
1.717420000E+07,-8.67908E+01
1.721400000E+07,-1.01970E+02
1.721400000E+07,-8.87317E+01
1.725380000E+07,-9.48169E+01
1.725380000E+07,-8.91223E+01
1.729360000E+07,-1.00093E+02
1.729360000E+07,-8.76819E+01
1.733340000E+07,-9.79999E+01
1.733340000E+07,-9.01904E+01
1.737320000E+07,-9.79846E+01
1.737320000E+07,-8.96289E+01
1.741300000E+07,-9.65198E+01
1.741300000E+07,-8.92657E+01
1.745280000E+07,-9.59460E+01
1.745280000E+07,-8.93420E+01
1.749260000E+07,-9.63641E+01
1.749260000E+07,-8.82709E+01
1.753240000E+07,-9.85736E+01
1.753240000E+07,-9.01477E+01
1.757220000E+07,-9.61749E+01
1.757220000E+07,-8.92017E+01
1.761200000E+07,-9.58362E+01
1.761200000E+07,-8.87988E+01
1.765180000E+07,-9.90710E+01
1.765180000E+07,-8.97052E+01
1.769160000E+07,-9.74567E+01
1.769160000E+07,-8.81976E+01
1.773140000E+07,-9.90649E+01
1.773140000E+07,-8.88080E+01
1.777120000E+07,-9.87964E+01
1.777120000E+07,-9.03674E+01
1.781100000E+07,-9.74445E+01
1.781100000E+07,-8.83685E+01
1.785080000E+07,-1.01281E+02
1.785080000E+07,-9.08282E+01
1.789060000E+07,-9.71912E+01
1.789060000E+07,-8.96228E+01
1.793040000E+07,-1.02498E+02
1.793040000E+07,-8.83380E+01
1.797020000E+07,-9.89246E+01
1.797020000E+07,-8.86340E+01
1.801000000E+07,-1.02233E+02
1.801000000E+07,-8.80206E+01
1.804980000E+07,-9.69104E+01
1.804980000E+07,-8.79138E+01
1.808960000E+07,-9.41119E+01
1.808960000E+07,-8.81763E+01
1.812940000E+07,-9.59094E+01
1.812940000E+07,-8.86707E+01
1.816920000E+07,-9.95044E+01
1.816920000E+07,-8.93512E+01
1.820900000E+07,-9.88330E+01
1.820900000E+07,-9.05902E+01
1.824880000E+07,-9.63763E+01
1.824880000E+07,-8.64734E+01
1.828860000E+07,-9.65259E+01
1.828860000E+07,-8.87317E+01
1.832840000E+07,-9.73987E+01
1.832840000E+07,-8.77094E+01
1.836820000E+07,-9.56409E+01
1.836820000E+07,-8.85883E+01
1.840800000E+07,-9.69775E+01
1.840800000E+07,-8.62323E+01
1.844780000E+07,-1.00231E+02
1.844780000E+07,-9.29248E+01
1.848760000E+07,-9.59918E+01
1.848760000E+07,-8.86554E+01
1.852740000E+07,-9.76886E+01
1.852740000E+07,-8.93207E+01
1.856720000E+07,-9.68921E+01
1.856720000E+07,-8.95221E+01
1.860700000E+07,-9.79327E+01
1.860700000E+07,-8.78406E+01
1.864680000E+07,-9.76947E+01
1.864680000E+07,-8.97388E+01
1.868660000E+07,-9.91931E+01
1.868660000E+07,-8.97876E+01
1.872640000E+07,-9.84637E+01
1.872640000E+07,-8.89178E+01
1.876620000E+07,-9.62115E+01
1.876620000E+07,-8.92139E+01
1.880600000E+07,-9.62787E+01
1.880600000E+07,-8.93604E+01
1.884580000E+07,-9.80212E+01
1.884580000E+07,-8.99066E+01
1.888560000E+07,-1.00707E+02
1.888560000E+07,-9.10693E+01
1.892540000E+07,-9.74811E+01
1.892540000E+07,-8.99493E+01
1.896520000E+07,-9.65289E+01
1.896520000E+07,-8.98608E+01
1.900500000E+07,-9.91351E+01
1.900500000E+07,-8.96350E+01
1.904480000E+07,-9.94922E+01
1.904480000E+07,-8.87195E+01
1.908460000E+07,-9.66785E+01
1.908460000E+07,-8.71417E+01
1.912440000E+07,-1.00075E+02
1.912440000E+07,-8.81091E+01
1.916420000E+07,-9.80457E+01
1.916420000E+07,-9.07306E+01
1.920400000E+07,-1.00457E+02
1.920400000E+07,-8.89484E+01
1.924380000E+07,-9.67975E+01
1.924380000E+07,-8.91132E+01
1.928360000E+07,-9.73193E+01
1.928360000E+07,-8.92444E+01
1.932340000E+07,-9.73865E+01
1.932340000E+07,-8.93176E+01
1.936320000E+07,-9.95227E+01
1.936320000E+07,-8.89728E+01
1.940300000E+07,-9.87109E+01
1.940300000E+07,-8.98822E+01
1.944280000E+07,-9.87598E+01
1.944280000E+07,-8.94427E+01
1.948260000E+07,-9.76001E+01
1.948260000E+07,-8.91376E+01
1.952240000E+07,-9.78107E+01
1.952240000E+07,-9.10663E+01
1.956220000E+07,-9.75421E+01
1.956220000E+07,-8.77948E+01
1.960200000E+07,-9.76337E+01
1.960200000E+07,-9.15637E+01
1.964180000E+07,-1.00530E+02
1.964180000E+07,-8.90826E+01
1.968160000E+07,-9.86804E+01
1.968160000E+07,-8.83685E+01
1.972140000E+07,-9.88879E+01
1.972140000E+07,-8.92505E+01
1.976120000E+07,-1.00035E+02
1.976120000E+07,-9.08130E+01
1.980100000E+07,-9.59552E+01
1.980100000E+07,-8.99432E+01
1.984080000E+07,-9.44659E+01
1.984080000E+07,-8.87561E+01
1.988060000E+07,-9.80334E+01
1.988060000E+07,-8.90918E+01
1.992040000E+07,-1.00469E+02
1.992040000E+07,-8.87225E+01
1.996020000E+07,-1.00032E+02
1.996020000E+07,-9.01416E+01
