frequency,dBHz
6000000.0,-150.26521494768235
6010000.0,-148.67276360201276
6020000.0,-148.21142963862604
6030000.0,-147.70844789313432
6040000.0,-148.23706215056293
6050000.0,-150.54385428069307
6060000.0,-148.90333198726591
6070000.0,-146.7293361311683
6080000.0,-147.63843248695036
6090000.0,-149.28837676133406
6100000.0,-149.2739341014863
6110000.0,-149.46642364008224
6120000.0,-150.92037940332372
6130000.0,-150.37585513052582
6140000.0,-150.1917445331603
6150000.0,-150.12607385787015
6160000.0,-149.7106347549075
6170000.0,-150.15517201298061
6180000.0,-149.4972049672366
6190000.0,-149.46308971725676
6200000.0,-148.97575487124416
6210000.0,-149.08379225575325
6220000.0,-151.30326941557647
6230000.0,-150.38169397270164
6240000.0,-149.33498994046673
6250000.0,-148.35505145461025
6260000.0,-147.9523758749827
6270000.0,-148.2802512036955
6280000.0,-148.46018040191103
6290000.0,-149.92003497496466
6300000.0,-149.2267532613845
6310000.0,-149.69907422139417
6320000.0,-149.89088443238924
6330000.0,-149.75837012944612
6340000.0,-150.05317494492505
6350000.0,-149.53510500582289
6360000.0,-148.5476748764345
6370000.0,-148.9839835065192
6380000.0,-149.6914327545552
6390000.0,-151.75459695406389
6400000.0,-151.5053616309499
6410000.0,-151.5579254821973
6420000.0,-150.4002620353575
6430000.0,-148.80435024232833
6440000.0,-149.44012874799984
6450000.0,-150.55645619445136
6460000.0,-150.60144189200415
6470000.0,-150.541671580399
6480000.0,-149.08662457082016
6490000.0,-149.71945007181046
6500000.0,-150.2518010010331
6510000.0,-149.66907401996093
6520000.0,-150.38576665681435
6530000.0,-151.06835795459568
6540000.0,-151.93895347491636
6550000.0,-151.3230969037233
6560000.0,-150.51828065881162
6570000.0,-149.71867691415366
6580000.0,-149.2229279451298
6590000.0,-151.38344899592818
6600000.0,-152.4507570476724
6610000.0,-150.99461273543082
6620000.0,-150.89969310784844
6630000.0,-151.44527265756818
6640000.0,-150.22348365651123
6650000.0,-150.44474246611833
6660000.0,-150.6440506337273
6670000.0,-150.8688446276748
6680000.0,-152.55551351579183
6690000.0,-151.6833892609085
6700000.0,-150.95719526990595
6710000.0,-149.76824616997712
6720000.0,-152.00849391461102
6730000.0,-150.3181600663602
6740000.0,-148.82032311333694
6750000.0,-148.86620944843182
6760000.0,-149.7748675273419
6770000.0,-150.21161439393347
6780000.0,-150.37476781511953
6790000.0,-150.4804082424784
6800000.0,-150.90270248543527
6810000.0,-151.49096981042499
6820000.0,-150.83132307168432
6830000.0,-150.86539787734156
6840000.0,-151.3778619951211
6850000.0,-151.24472954248523
6860000.0,-152.03634436800576
6870000.0,-152.3002686066565
6880000.0,-150.44409222502227
6890000.0,-150.06247584815483
6900000.0,-150.51566690932003
6910000.0,-151.93511202826363
6920000.0,-151.90904975412255
6930000.0,-150.6672398054225
6940000.0,-149.98097918656293
6950000.0,-149.23067689179743
6960000.0,-149.6130577562219
6970000.0,-149.5271355426178
6980000.0,-149.66650463687972
6990000.0,-150.7317157421259
7000000.0,-150.88454775119263
7010000.0,-151.26970039385577
7020000.0,-150.902727817447
7030000.0,-151.14012423076036
7040000.0,-151.51797031888128
7050000.0,-151.99208755096453
7060000.0,-153.41072379169591
7070000.0,-152.0840390832539
7080000.0,-150.78323414302938
7090000.0,-151.17510094348125
7100000.0,-153.79167612188508
7110000.0,-153.0272343624798
7120000.0,-152.29844616809677
7130000.0,-150.4761412272764
7140000.0,-151.05095573381007
7150000.0,-151.45479501222522
7160000.0,-150.3560133959838
7170000.0,-149.68160089428952
7180000.0,-150.56532116665926
7190000.0,-150.70989853656735
7200000.0,-150.84300694086642
7210000.0,-150.9584367664933
7220000.0,-151.6057447773456
7230000.0,-150.91693140017983
7240000.0,-150.74215663364959
7250000.0,-151.48727269415073
7260000.0,-150.93896515937695
7270000.0,-150.4693988770061
7280000.0,-151.7470817093027
7290000.0,-150.93041902488892
7300000.0,-150.71332791877683
7310000.0,-151.18069554788892
7320000.0,-152.81118296063218
7330000.0,-151.98391596889977
7340000.0,-151.08113683038465
7350000.0,-152.03517271939396
7360000.0,-151.71935015295986
7370000.0,-149.92791878401871
7380000.0,-150.35784156553706
7390000.0,-152.3040641413805
7400000.0,-152.19903790995065
7410000.0,-151.00836586918498
7420000.0,-151.44306963408002
7430000.0,-152.02949963993407
7440000.0,-151.36114465080692
7450000.0,-152.62399394896914
7460000.0,-152.03178927931614
7470000.0,-152.47976722843856
7480000.0,-151.80153863904928
7490000.0,-151.78024642228792
7500000.0,-152.0761892500582
7510000.0,-153.90135984053347
7520000.0,-150.76839857182705
7530000.0,-149.9662863440312
7540000.0,-151.02272000555288
7550000.0,-149.46502063217534
7560000.0,-149.940542961468
7570000.0,-151.6381842268481
7580000.0,-151.81987245944808
7590000.0,-150.43906710042444
7600000.0,-150.6668826180294
7610000.0,-151.0392102091548
7620000.0,-151.62834004293924
7630000.0,-154.26462947616258
7640000.0,-154.67319207394806
7650000.0,-152.33725105044326
7660000.0,-152.58910474219653
7670000.0,-154.27718500511983
7680000.0,-151.9866050135725
7690000.0,-150.09349997634513
7700000.0,-149.8474288404981
7710000.0,-150.17451591023408
7720000.0,-150.60710182001762
7730000.0,-150.2925122912707
7740000.0,-151.591675570324
7750000.0,-151.60028916336407
7760000.0,-151.9064461763895
7770000.0,-149.97430702471857
7780000.0,-150.65427208628165
7790000.0,-150.7849910034245
7800000.0,-149.8663540069745
7810000.0,-148.53225530256145
7820000.0,-151.36173853281863
7830000.0,-150.55329355373996
7840000.0,-151.34016173768347
7850000.0,-151.65682910445278
7860000.0,-151.15919005122126
7870000.0,-151.10949141753844
7880000.0,-150.20592657163408
7890000.0,-150.77980206546113
7900000.0,-152.88634873571058
7910000.0,-151.38066083202008
7920000.0,-150.36623909254567
7930000.0,-150.92589579087593
7940000.0,-151.36131181426484
7950000.0,-150.28751829554992
7960000.0,-151.3129508759071
7970000.0,-150.80148912017845
7980000.0,-150.8904714496976
7990000.0,-152.3184111673478
8000000.0,-150.57502592711816
8010000.0,-149.35626500687957
8020000.0,-150.98296668968354
8030000.0,-151.70361995028216
8040000.0,-151.16784389339048
8050000.0,-150.121294741764
8060000.0,-148.37973916766452
8070000.0,-149.7643327524504
8080000.0,-150.45179907242667
8090000.0,-150.54995580230602
8100000.0,-150.9205677674063
8110000.0,-151.48770743151178
8120000.0,-150.2490510208568
8130000.0,-150.04690274380943
8140000.0,-150.19011691944752
8150000.0,-149.69605174570955
8160000.0,-149.1974177374861
8170000.0,-149.15036298239596
8180000.0,-149.61185918148686
8190000.0,-148.55803590263758
8200000.0,-149.69184405299362
8210000.0,-148.81601918957963
8220000.0,-149.98409839183122
8230000.0,-150.76981573877165
8240000.0,-150.685937621449
8250000.0,-150.48644217947947
8260000.0,-149.1922911794998
8270000.0,-148.96958338005027
8280000.0,-149.77551714307214
8290000.0,-150.79612183173276
8300000.0,-149.73238386011195
8310000.0,-151.48019619316668
8320000.0,-150.13549814248486
8330000.0,-149.61313589982996
8340000.0,-151.85166216355012
8350000.0,-152.8440099343756
8360000.0,-149.36896290911048
8370000.0,-149.86531224699314
8380000.0,-150.49056197721075
8390000.0,-150.70554241098614
8400000.0,-151.9007421512941
8410000.0,-149.70390831249847
8420000.0,-149.30248311597853
8430000.0,-150.8815491658451
8440000.0,-148.90252744264828
8450000.0,-149.08340854029825
8460000.0,-152.28280209727518
8470000.0,-151.9789339406711
8480000.0,-150.7101880900056
8490000.0,-149.53920656240467
8500000.0,-149.41504391762038
8510000.0,-148.82467213003807
8520000.0,-150.7042828149083
8530000.0,-149.88950985108303
8540000.0,-150.22254835021153
8550000.0,-149.72808544093868
8560000.0,-149.80252140875987
8570000.0,-149.54832148142546
8580000.0,-149.2537539265638
8590000.0,-151.42591394366218
8600000.0,-150.78628610700628
8610000.0,-149.77396100098343
8620000.0,-148.7688668780983
8630000.0,-150.28051109105283
8640000.0,-150.21287145500435
8650000.0,-150.2425936226789
8660000.0,-150.83284846946862
8670000.0,-151.18122688971897
8680000.0,-150.43672420359204
8690000.0,-150.31703096403658
8700000.0,-150.4554660848358
8710000.0,-151.26501245337516
8720000.0,-150.03990169260953
8730000.0,-149.02108240619594
8740000.0,-148.32893672539038
8750000.0,-149.57908927461418
8760000.0,-150.03405567932322
8770000.0,-151.49180212504075
8780000.0,-148.97247803127408
8790000.0,-148.60503802679236
8800000.0,-149.01110421028764
8810000.0,-149.00060423653525
8820000.0,-151.062257178358
8830000.0,-150.8640052343561
8840000.0,-148.40224268579533
8850000.0,-148.04438171351566
8860000.0,-148.17884853891275
8870000.0,-149.23871936933074
8880000.0,-149.14818679559679
8890000.0,-149.93791369716484
8900000.0,-150.97662385586202
8910000.0,-149.78549612249833
8920000.0,-148.5414277176555
8930000.0,-147.0035633400604
8940000.0,-148.4455800851889
8950000.0,-148.89780311305032
8960000.0,-149.4533450275264
8970000.0,-150.08827261234526
8980000.0,-150.87846082514312
8990000.0,-150.98908092345093
9000000.0,-151.75585705005332
9010000.0,-150.50661481655203
9020000.0,-150.15413838921043
9030000.0,-150.80591949721523
9040000.0,-151.27263660522192
9050000.0,-149.37516834141533
9060000.0,-148.81693022627695
9070000.0,-149.40280955760483
9080000.0,-148.81059234245393
9090000.0,-150.5457312655631
9100000.0,-151.00483680367554
9110000.0,-150.10488068848838
9120000.0,-148.97312554138836
9130000.0,-150.6973989497239
9140000.0,-149.84654685896234
9150000.0,-149.40611665390765
9160000.0,-149.22086976201766
9170000.0,-147.4156967644106
9180000.0,-148.94181132147682
9190000.0,-149.39603115602108
9200000.0,-147.9959359504
9210000.0,-148.68086224470287
9220000.0,-149.55172376312993
9230000.0,-149.21223903618886
9240000.0,-148.30009031920991
9250000.0,-148.69308959097597
9260000.0,-149.30031915908597
9270000.0,-148.5256682848813
9280000.0,-148.83500981818048
9290000.0,-149.96332628547313
9300000.0,-149.5407728281265
9310000.0,-148.00896084666093
9320000.0,-149.63845238462304
9330000.0,-150.70413712509887
9340000.0,-148.68688502704242
9350000.0,-148.26242786528536
9360000.0,-147.77064303153216
9370000.0,-148.9378947864805
9380000.0,-150.12025031647582
9390000.0,-150.1448179871747
9400000.0,-150.60475124298256
