frequency,dBHz
9410000.0,-149.40228507140458
9420000.0,-149.44986906245606
9430000.0,-149.1283579765606
9440000.0,-149.18628627052598
9450000.0,-149.1242227955813
9460000.0,-148.8139499033816
9470000.0,-148.2689284290471
9480000.0,-148.7214366855955
9490000.0,-149.05327176212407
9500000.0,-149.86813948065833
9510000.0,-151.71751227456485
9520000.0,-150.13921841614672
9530000.0,-147.7662557836834
9540000.0,-147.4614276410029
9550000.0,-147.82135756449753
9560000.0,-149.67283547435596
9570000.0,-148.33735229777034
9580000.0,-147.86644680130874
9590000.0,-148.46727649494522
9600000.0,-147.37003368327814
9610000.0,-146.7857151910248
9620000.0,-148.1616778946228
9630000.0,-149.58364917158212
9640000.0,-148.44970626868172
9650000.0,-147.2813925146963
9660000.0,-149.08861652941152
9670000.0,-149.88239405032616
9680000.0,-148.49464613480626
9690000.0,-148.51639799784184
9700000.0,-148.1274454300674
9710000.0,-147.92633124993267
9720000.0,-150.0639390305453
9730000.0,-149.01090654456507
9740000.0,-149.47644653003633
9750000.0,-150.91334740656967
9760000.0,-149.0031736250291
9770000.0,-149.70575487128764
9780000.0,-149.98194295289295
9790000.0,-148.57276731849066
9800000.0,-149.61722341879127
9810000.0,-149.29014718867435
9820000.0,-148.96668548306428
9830000.0,-148.0026563815168
9840000.0,-149.97546042394902
9850000.0,-148.90977824198092
9860000.0,-150.1797598521131
9870000.0,-151.39307104670903
9880000.0,-150.31733838278302
9890000.0,-146.72553562307516
9900000.0,-146.0101124691331
9910000.0,-147.4850731303799
9920000.0,-148.1948675943321
9930000.0,-147.99635496567583
9940000.0,-148.51969489081262
9950000.0,-149.6164751890166
9960000.0,-149.22218667798955
9970000.0,-149.26527475989013
9980000.0,-148.9133497090508
9990000.0,-149.45215576336287
10000000.0,-150.15710988980095
10010000.0,-149.47917354599707
10020000.0,-147.88574812042313
10030000.0,-148.08830956038338
10040000.0,-148.1236462386848
10050000.0,-148.20411127998221
10060000.0,-149.45901069606808
10070000.0,-147.62585678316609
10080000.0,-148.23539417154655
10090000.0,-147.84664635433217
10100000.0,-148.3446272549487
10110000.0,-147.11220040235915
10120000.0,-147.8988461779684
10130000.0,-147.83663909983886
10140000.0,-148.152051458188
10150000.0,-148.98926267286984
10160000.0,-148.0467523187032
10170000.0,-147.07847937701362
10180000.0,-148.63278732752715
10190000.0,-149.54204624997834
10200000.0,-150.13356186035276
10210000.0,-148.89017701428497
10220000.0,-147.61932724262417
10230000.0,-147.992913570195
10240000.0,-149.2148026771566
10250000.0,-148.6805794262912
10260000.0,-148.22062068711733
10270000.0,-148.06613714885975
10280000.0,-149.72752471807843
10290000.0,-148.01357467186008
10300000.0,-148.00322509772388
10310000.0,-148.67045418232354
10320000.0,-147.31122066994854
10330000.0,-147.54060278355703
10340000.0,-148.99520447240607
10350000.0,-147.77990472610745
10360000.0,-148.75163412030216
10370000.0,-147.8012905126741
10380000.0,-146.9883516909961
10390000.0,-148.9951629832372
10400000.0,-148.73367570539725
10410000.0,-147.04093497019417
10420000.0,-147.53572534361433
10430000.0,-146.7671920718218
10440000.0,-147.81111884706397
10450000.0,-148.79424672213426
10460000.0,-147.49911906962632
10470000.0,-146.51105168076123
10480000.0,-148.27728923834584
10490000.0,-150.49342443246215
10500000.0,-149.15496812749845
10510000.0,-147.4832954606273
10520000.0,-148.32658613689995
10530000.0,-148.46695823223783
10540000.0,-148.93083074433522
10550000.0,-149.19070188452082
10560000.0,-146.21540407358336
10570000.0,-146.64694266329204
10580000.0,-146.85290142539316
10590000.0,-148.0113281919363
10600000.0,-149.68752462249583
10610000.0,-149.44771613452193
10620000.0,-147.7559073864156
10630000.0,-148.10453965361322
10640000.0,-148.44193534342
10650000.0,-148.89989864660845
10660000.0,-147.25747489177678
10670000.0,-146.9298098241823
10680000.0,-147.73378494978593
10690000.0,-149.2416435976782
10700000.0,-150.42754317320072
10710000.0,-150.22568873187734
10720000.0,-147.4433088516006
10730000.0,-145.71356731176576
10740000.0,-146.9020013988161
10750000.0,-148.60611196243062
10760000.0,-152.14988661582586
10770000.0,-149.05528200147768
10780000.0,-148.40398911199395
10790000.0,-147.52094980407117
10800000.0,-147.0488050293994
10810000.0,-147.8162756539371
10820000.0,-147.46946273641208
10830000.0,-146.92214170164064
10840000.0,-146.9813196604633
10850000.0,-147.58602435434148
10860000.0,-148.38465529720978
10870000.0,-148.42680960981966
10880000.0,-146.78607683966618
10890000.0,-148.24739483016774
10900000.0,-147.87526181424175
10910000.0,-146.27956697130972
10920000.0,-146.7276259841911
10930000.0,-147.78848722451215
10940000.0,-148.93748605838496
10950000.0,-147.53036004816997
10960000.0,-146.2176217825552
10970000.0,-146.8862001770336
10980000.0,-147.2642845775729
10990000.0,-147.89588143318798
11000000.0,-148.00435231429603
11010000.0,-148.2916615072315
11020000.0,-147.90433348230832
11030000.0,-147.50871533774452
11040000.0,-148.1028841291607
11050000.0,-149.5212555897461
11060000.0,-149.09699946198566
11070000.0,-148.3295633903749
11080000.0,-147.803724866112
11090000.0,-147.05070901239384
11100000.0,-147.3037408206843
11110000.0,-146.94142322892387
11120000.0,-147.0759640541774
11130000.0,-147.78273754854447
11140000.0,-148.2229687516246
11150000.0,-147.76963777228832
11160000.0,-149.8081272308475
11170000.0,-150.3234241467514
11180000.0,-149.20937843797344
11190000.0,-148.2009362150773
11200000.0,-147.9644096024571
11210000.0,-148.08217030214604
11220000.0,-148.4498346714455
11230000.0,-148.42332244200605
11240000.0,-148.28714772033942
11250000.0,-148.61652400107462
11260000.0,-148.98838012708455
11270000.0,-148.280402001697
11280000.0,-148.75086697815667
11290000.0,-148.0051110906221
11300000.0,-147.46159240338469
11310000.0,-147.32504460298668
11320000.0,-146.76549502002703
11330000.0,-148.55038271458542
11340000.0,-148.40415050688358
11350000.0,-147.58974366359791
11360000.0,-147.29500219578793
11370000.0,-147.7756804268526
11380000.0,-149.92351716344314
11390000.0,-149.0141410403854
11400000.0,-149.19428124651697
11410000.0,-148.62226268157778
11420000.0,-148.7417905682791
11430000.0,-147.9206085019521
11440000.0,-147.94294211535862
11450000.0,-147.51157380207954
11460000.0,-147.1034052294798
11470000.0,-148.13675484888344
11480000.0,-148.30345021677783
11490000.0,-147.85594908723218
11500000.0,-147.38572081521284
11510000.0,-148.7687224809038
11520000.0,-147.58573562235173
11530000.0,-147.53779302997296
11540000.0,-147.90080821564717
11550000.0,-147.90417539208636
11560000.0,-147.9097748087955
11570000.0,-146.86537302529612
11580000.0,-146.46909880277326
11590000.0,-145.4829291921747
11600000.0,-146.5269211064832
11610000.0,-148.78746480136823
11620000.0,-148.53017650421432
11630000.0,-146.98611637360327
11640000.0,-148.2088424773063
11650000.0,-149.5368647504772
11660000.0,-148.78076249085814
11670000.0,-148.4041179941434
11680000.0,-149.43867149941744
11690000.0,-150.5240092807463
11700000.0,-148.8187364211659
11710000.0,-149.28118724463644
11720000.0,-148.08108794712757
11730000.0,-147.73262835226294
11740000.0,-147.18238487069928
11750000.0,-147.19458626371264
11760000.0,-147.29411076405896
11770000.0,-147.87443004167005
11780000.0,-148.99468353929728
11790000.0,-148.61755381765525
11800000.0,-149.15355744619683
11810000.0,-148.37636125285223
11820000.0,-148.7156280957488
11830000.0,-148.0747844612978
11840000.0,-146.77325818267346
11850000.0,-147.14091477534345
11860000.0,-148.66408080531227
11870000.0,-149.00908073254192
11880000.0,-147.67896923921424
11890000.0,-146.02170430365996
11900000.0,-146.30378567844306
11910000.0,-149.35042826703213
11920000.0,-148.3519645802713
11930000.0,-147.15790745986806
11940000.0,-147.3829565947542
11950000.0,-148.2451028206851
11960000.0,-149.43567900142324
11970000.0,-148.05124312186484
11980000.0,-149.37997112767093
11990000.0,-150.0491067452214
12000000.0,-147.6177385019436
12010000.0,-147.68759170736087
12020000.0,-149.54499137182108
12030000.0,-147.5253415078709
12040000.0,-147.66011913890497
12050000.0,-148.69156434446856
12060000.0,-146.68639250569424
12070000.0,-147.06652114592816
12080000.0,-146.8013485865038
12090000.0,-147.5383528007089
12100000.0,-149.20140300140434
12110000.0,-148.68401321787414
12120000.0,-147.6980905396276
12130000.0,-147.38114575649033
12140000.0,-148.06272556219778
12150000.0,-148.09145024601432
12160000.0,-148.33105087126017
12170000.0,-147.3394411582552
12180000.0,-146.1343848450173
12190000.0,-147.31130339359336
12200000.0,-146.89480276953373
12210000.0,-148.97723478966242
12220000.0,-148.14850013782282
12230000.0,-146.6682623931003
12240000.0,-148.62315696985758
12250000.0,-149.15274086913098
12260000.0,-148.46820606409827
12270000.0,-147.94653223711998
12280000.0,-147.77349529837622
12290000.0,-148.52810582449834
12300000.0,-147.04053034179134
12310000.0,-147.53482965765534
12320000.0,-148.89869158988634
12330000.0,-148.82777161438045
12340000.0,-148.2707917611836
12350000.0,-147.4835978038355
12360000.0,-146.99998124202412
12370000.0,-147.29626028123084
12380000.0,-146.9188178659463
12390000.0,-147.27999889412436
12400000.0,-148.30810125994986
12410000.0,-148.83858949435484
12420000.0,-148.43544259188388
12430000.0,-146.9844426502363
12440000.0,-147.34501998070334
12450000.0,-147.3264558764821
12460000.0,-147.24439793032496
12470000.0,-147.3910973422684
12480000.0,-147.19495030941746
12490000.0,-147.08795199002583
12500000.0,-149.3160397053814
12510000.0,-149.51909124274567
12520000.0,-148.08057001184972
12530000.0,-147.96568761326637
12540000.0,-147.49789500307656
12550000.0,-146.67291256882055
12560000.0,-149.02685848410903
12570000.0,-149.60514247086172
12580000.0,-148.45091792904168
12590000.0,-148.0427884824769
12600000.0,-147.4735713933271
12610000.0,-148.78392583987952
12620000.0,-149.60716680319683
12630000.0,-148.27635758956797
12640000.0,-147.42351328344992
12650000.0,-147.72883323695604
12660000.0,-145.56924408209986
12670000.0,-145.7443173960078
12680000.0,-146.82068446796552
12690000.0,-147.78958627403532
12700000.0,-148.25799680337747
12710000.0,-148.7254436495753
12720000.0,-150.81528409709586
12730000.0,-149.28785772439772
12740000.0,-148.4929781140158
12750000.0,-147.27089150596078
12760000.0,-147.45812602793904
12770000.0,-147.7246899820691
12780000.0,-148.40099440814976
12790000.0,-148.23573510454318
12800000.0,-150.07854852825773
12810000.0,-149.74970391180565
12820000.0,-148.30139213873113
12830000.0,-146.3872834246072
12840000.0,-146.26014859469979
12850000.0,-147.00353748311534
12860000.0,-147.06027984873964
12870000.0,-146.4477272972113
12880000.0,-147.19026427664704
12890000.0,-148.68623078172058
12900000.0,-147.22028932818577
12910000.0,-147.98535817289078
12920000.0,-147.35058684606872
12930000.0,-146.99504241087516
12940000.0,-147.8418025959321
12950000.0,-148.20914999742968
12960000.0,-148.26956537609675
12970000.0,-147.39687636464578
12980000.0,-147.86860058948693
12990000.0,-146.65028780455174
13000000.0,-146.69492437772044
13010000.0,-146.35958913325894
13020000.0,-147.04891746445642
13030000.0,-146.11966805480273
13040000.0,-146.17099861928688
13050000.0,-147.26884018236797
13060000.0,-146.21494627914478
13070000.0,-146.95826127319287
13080000.0,-148.74413756562308
13090000.0,-148.4020322113605
13100000.0,-147.05631423937987
13110000.0,-146.91098696495115
13120000.0,-147.15193915110675
13130000.0,-147.08389474402563
13140000.0,-147.47670150912325
13150000.0,-148.66512118822058
13160000.0,-148.61932436419687
13170000.0,-149.16562272761007
13180000.0,-148.3809905775933
13190000.0,-148.884850823813
13200000.0,-147.10204421121296
13210000.0,-149.0972993923253
13220000.0,-148.98341903539944
13230000.0,-146.5154977899739
13240000.0,-147.9285493573224
13250000.0,-147.19478514301747
13260000.0,-146.24063032581063
13270000.0,-146.9715366733857
13280000.0,-147.3671871091282
13290000.0,-146.9791173756305
13300000.0,-148.94993477877458
13310000.0,-148.88365923214934
13320000.0,-145.70721927516496
13330000.0,-145.77888634365553
13340000.0,-147.55561963050678
13350000.0,-146.54038397048305
13360000.0,-146.21690142788498
13370000.0,-147.50688258656493
13380000.0,-149.23523156827224
13390000.0,-147.5411696976139
13400000.0,-146.92610299719817
13410000.0,-147.55218362746518
13420000.0,-148.20689260494356
13430000.0,-148.14947130255774
13440000.0,-148.50050722072342
13450000.0,-146.51831689150234
13460000.0,-146.57632731530518
13470000.0,-149.489915532291
13480000.0,-147.70130333638238
13490000.0,-147.3012070788785
13500000.0,-147.31241438495704
13510000.0,-147.23054950311544
13520000.0,-147.64063333053224
13530000.0,-149.16106096182412
13540000.0,-147.63098809250886
13550000.0,-146.7290306259722
13560000.0,-147.31410435015084
13570000.0,-147.33119823272511
13580000.0,-148.0454213774399
13590000.0,-149.0122358158653
13600000.0,-148.33459736960205
13610000.0,-148.48915585649172
13620000.0,-146.86021953056587
13630000.0,-149.14938367336444
13640000.0,-149.04181374776624
13650000.0,-148.3972800874546
13660000.0,-147.51563695569826
13670000.0,-148.13311463255556
13680000.0,-147.7224495133948
13690000.0,-149.5737076973275
13700000.0,-148.7972435785687
13710000.0,-150.1471669822364
13720000.0,-148.61464100305426
13730000.0,-148.21503595099475
13740000.0,-148.30973421696223
13750000.0,-148.97876900941654
13760000.0,-148.00732995165444
13770000.0,-147.19763055651993
13780000.0,-148.0494550609092
13790000.0,-149.40939529193705
13800000.0,-151.1243532931399
13810000.0,-151.47702252073745
13820000.0,-150.43553786903001
13830000.0,-147.21659324213417
13840000.0,-145.87834449654986
13850000.0,-147.2622149382802
13860000.0,-147.44424447343417
13870000.0,-147.19923247571404
13880000.0,-146.92418612720067
13890000.0,-148.6309672699354
13900000.0,-147.7454465066552
13910000.0,-145.6322651945096
13920000.0,-146.38228459364893
13930000.0,-149.59183006384615
13940000.0,-148.49211829086505
13950000.0,-146.92702131243811
13960000.0,-146.9590027734648
13970000.0,-148.5477923086162
13980000.0,-148.9472569505888
13990000.0,-150.59289894835044
14000000.0,-148.38779738251893
14010000.0,-148.01258795889473
14020000.0,-147.85142784135053
14030000.0,-147.41382194362652
14040000.0,-147.51461757364459
14050000.0,-147.48884907862816
14060000.0,-147.266847997529
14070000.0,-146.91815672577002
14080000.0,-147.5044150167547
14090000.0,-147.9132391106185
14100000.0,-147.45064565654195
14110000.0,-147.21431488190865
14120000.0,-147.8298297904517
14130000.0,-148.22642167621444
14140000.0,-148.41621832106023
14150000.0,-147.31567802533698
14160000.0,-147.70918356828898
14170000.0,-148.15076955959063
14180000.0,-147.5678438218692
14190000.0,-147.52384196838452
14200000.0,-148.71114214801094
14210000.0,-149.8203119904922
14220000.0,-148.22890745541122
14230000.0,-147.9296016498908
14240000.0,-148.7494690405269
14250000.0,-148.05751253747155
14260000.0,-147.82815363218657
14270000.0,-147.78893508705107
14280000.0,-148.08950259916398
14290000.0,-148.82433616458044
14300000.0,-147.5225246047456
14310000.0,-147.56800230458848
14320000.0,-147.41877419708095
14330000.0,-147.78271993981923
14340000.0,-148.1094321815163
14350000.0,-147.7380091080121
14360000.0,-147.9322958742373
14370000.0,-149.19103716505884
14380000.0,-148.47595911425924
14390000.0,-147.35668159423273
14400000.0,-146.75909444794388
14410000.0,-145.78624702400447
14420000.0,-147.84569409021407
14430000.0,-146.4504944469537
14440000.0,-147.7938166721485
14450000.0,-148.03238290654005
14460000.0,-148.75744889410828
14470000.0,-147.85270504876172
14480000.0,-147.68579048613438
14490000.0,-146.96128500163758
14500000.0,-146.788151579217
14510000.0,-146.87045811084326
14520000.0,-146.56955392240195
14530000.0,-146.23024945097768
14540000.0,-147.7002572034773
14550000.0,-147.58521332098724
14560000.0,-147.2397072968599
14570000.0,-147.04506827685697
14580000.0,-146.85820199379873
14590000.0,-147.51485141033075
14600000.0,-148.15693964400202
14610000.0,-147.6759164709164
14620000.0,-147.96965681978733
14630000.0,-147.47806287330488
14640000.0,-147.85655736573085
14650000.0,-150.07151795266378
14660000.0,-149.7910896386078
14670000.0,-148.49066577112768
14680000.0,-149.74507244269617
14690000.0,-147.57403449655618
14700000.0,-147.88934636737363
14710000.0,-149.04250404907316
14720000.0,-147.02395783709704
14730000.0,-147.9628314488664
14740000.0,-147.6330116774231
14750000.0,-147.12145648264138
14760000.0,-148.7983163186634
14770000.0,-148.36210561035531
14780000.0,-148.27075641603156
14790000.0,-148.17036497264615
14800000.0,-149.2160535951167
14810000.0,-148.83419308117288
14820000.0,-148.97814614911238
14830000.0,-148.8273923937053
14840000.0,-146.0282339004221
14850000.0,-146.82818649283686
14860000.0,-148.32412268314306
14870000.0,-148.74866497628796
14880000.0,-148.8094117712073
14890000.0,-146.37720360613667
14900000.0,-146.1249346040717
14910000.0,-148.40575792819908
14920000.0,-149.0679103498627
14930000.0,-146.95563020896657
14940000.0,-147.64747620263634
14950000.0,-147.6437633360074
14960000.0,-147.46837114088316
14970000.0,-146.97359585960132
14980000.0,-147.9987419858617
14990000.0,-149.14441194931678
15000000.0,-149.31827523832163
15010000.0,-149.04838792670014
15020000.0,-147.77453990661033
15030000.0,-147.90812222661526
15040000.0,-148.56007435379695
15050000.0,-148.6391639584335
15060000.0,-149.02264197958317
15070000.0,-147.54401167556918
15080000.0,-148.65232431979717
15090000.0,-147.6014899539192
15100000.0,-147.57325534351355
15110000.0,-149.43466864592378
15120000.0,-149.3563061113322
15130000.0,-147.95611890848318
15140000.0,-148.11564732208302
15150000.0,-148.75307609557044
15160000.0,-147.80713096843664
15170000.0,-147.37886536431066
15180000.0,-147.05991285626772
15190000.0,-147.94181340439985
15200000.0,-148.02577990086667
15210000.0,-148.37094725499378
15220000.0,-149.7774899141005
15230000.0,-147.3929108053778
15240000.0,-148.1682997353118
15250000.0,-147.2484432706784
15260000.0,-146.34981821536397
15270000.0,-147.46227415847096
15280000.0,-147.00127765804635
15290000.0,-146.9539791601209
15300000.0,-147.3399529936949
15310000.0,-147.26700524708033
15320000.0,-149.04193078462959
15330000.0,-148.5820316878092
15340000.0,-147.94880859502433
15350000.0,-147.46663027806756
15360000.0,-147.09058414488172
15370000.0,-147.5684426435414
15380000.0,-148.98769734503867
15390000.0,-148.58751762599087
15400000.0,-148.466193083371
15410000.0,-148.543290008306
15420000.0,-148.3075556912437
15430000.0,-147.61429124011144
15440000.0,-147.93673000864547
15450000.0,-148.97629686879918
15460000.0,-147.60145769112606
15470000.0,-147.54822144932115
15480000.0,-149.23066655848828
15490000.0,-149.15282063778983
15500000.0,-148.59254154123482
15510000.0,-147.46084086033156
15520000.0,-147.28405397587773
15530000.0,-147.6372061126827
15540000.0,-147.8642030792897
15550000.0,-147.47362448537683
15560000.0,-148.14558070228077
15570000.0,-147.18932953755456
15580000.0,-147.96028664229166
15590000.0,-147.20531925021703
15600000.0,-148.11913178831148
15610000.0,-147.61102729082484
15620000.0,-148.70060808398517
15630000.0,-148.56296930760217
15640000.0,-148.57743702892992
15650000.0,-147.6934090341358
15660000.0,-147.94534524323166
15670000.0,-148.9117105153583
15680000.0,-148.1630948800657
15690000.0,-149.07415944545903
15700000.0,-148.61120376899552
15710000.0,-148.455077894064
15720000.0,-148.89725046770724
15730000.0,-147.28825434432576
15740000.0,-148.64883126948018
15750000.0,-149.2539323962462
15760000.0,-148.2701649134102
15770000.0,-149.20228566615128
15780000.0,-147.2845364105304
15790000.0,-147.88926480782425
15800000.0,-146.80171873157758
15810000.0,-145.84581561174235
15820000.0,-148.09485403386853
15830000.0,-148.2010822011958
15840000.0,-148.31477483256668
15850000.0,-149.35298310627786
15860000.0,-148.7450333970962
15870000.0,-148.18015255174805
15880000.0,-149.19790802475228
15890000.0,-149.923510003988
15900000.0,-149.02532688802168
15910000.0,-147.37412248653368
15920000.0,-146.90663150334353
15930000.0,-146.63293983154583
15940000.0,-146.71130289286012
15950000.0,-147.2745393202855
15960000.0,-146.99894468862314
15970000.0,-147.35290870373768
15980000.0,-148.0026896187815
15990000.0,-148.04770430885773
16000000.0,-147.54068375314478
16010000.0,-147.61544097418815
16020000.0,-148.2819195197202
16030000.0,-147.08412372989804
16040000.0,-147.13617000724125
16050000.0,-147.08526553665973
16060000.0,-147.71467691241884
16070000.0,-150.42226316419737
16080000.0,-148.61634175218205
16090000.0,-148.72471081933145
16100000.0,-148.03229323421652
16110000.0,-146.42634645493328
16120000.0,-146.52448469069472
16130000.0,-148.9725095670787
16140000.0,-148.03056341745534
16150000.0,-148.05831248624688
16160000.0,-148.21958875496898
16170000.0,-148.28559554494296
16180000.0,-149.0021426493924
16190000.0,-149.10999748157306
16200000.0,-148.29229445703018
16210000.0,-147.6251762937988
16220000.0,-147.99338068235065
16230000.0,-146.2168203089159
16240000.0,-148.16386688686703
16250000.0,-148.487716137729
16260000.0,-147.80872781208473
16270000.0,-148.47567312898485
16280000.0,-150.38850485454196
16290000.0,-149.23644077089176
16300000.0,-149.26589117116464
16310000.0,-149.2749184443058
16320000.0,-148.5332395547685
16330000.0,-146.23035892664709
16340000.0,-146.85772960809007
16350000.0,-147.68430515005878
16360000.0,-147.87492259776715
16370000.0,-147.1690610559127
16380000.0,-147.30429409824632
16390000.0,-147.04526678891906
16400000.0,-148.3776540249956
16410000.0,-147.2087238734052
16420000.0,-146.8636664598713
16430000.0,-148.4072806354465
16440000.0,-149.61622790388554
16450000.0,-151.65675282662704
16460000.0,-150.03568112849274
16470000.0,-147.70175164027103
16480000.0,-147.86736048348732
16490000.0,-149.16877668625574
16500000.0,-150.30475443022294
16510000.0,-147.8980860113611
16520000.0,-147.18130912021348
16530000.0,-146.53380484822623
16540000.0,-147.1990595256985
16550000.0,-147.779209224934
16560000.0,-147.3281763153129
16570000.0,-147.14622966921172
16580000.0,-147.54386089575544
16590000.0,-148.51185581690964
16600000.0,-149.09618137873701
16610000.0,-147.76625723241642
16620000.0,-145.99012957788742
16630000.0,-147.4581901410821
16640000.0,-148.28766786687487
16650000.0,-147.2283825589427
16660000.0,-149.59227934538606
16670000.0,-149.4219949836313
16680000.0,-146.6491271622197
16690000.0,-147.02612422600407
16700000.0,-147.79082963049464
16710000.0,-148.0221013836534
16720000.0,-148.8456101216055
16730000.0,-147.36668851943887
16740000.0,-147.15292725327654
16750000.0,-146.99600720493478
16760000.0,-148.25134398959972
16770000.0,-148.34965155272116
16780000.0,-148.9442445027046
16790000.0,-147.89149494841556
16800000.0,-148.4042430633276
16810000.0,-148.72347444692886
16820000.0,-149.1335110011537
16830000.0,-151.91596981683668
16840000.0,-150.99962539451664
16850000.0,-149.1116188841517
16860000.0,-148.12182880022908
16870000.0,-148.88026722752804
16880000.0,-148.90783331724725
16890000.0,-149.23832990049212
16900000.0,-149.5210512131238
16910000.0,-148.89240234819073
16920000.0,-148.1515453374324
16930000.0,-147.86361661214752
16940000.0,-149.47862437033825
16950000.0,-148.98331684584636
16960000.0,-147.14201813330124
16970000.0,-148.8517327845927
16980000.0,-149.3669881368102
16990000.0,-148.3198624220987
17000000.0,-147.92401953182105
17010000.0,-149.5121587563574
17020000.0,-149.0577424225123
17030000.0,-150.1085406247682
17040000.0,-150.34323766110847
17050000.0,-148.5272406012232
17060000.0,-146.76388865893247
17070000.0,-146.6036379559168
17080000.0,-146.81691350422477
17090000.0,-148.3827984887111
17100000.0,-149.17595202672038
17110000.0,-148.71235494285705
17120000.0,-147.8384801183293
17130000.0,-147.94127105543055
17140000.0,-147.241063739212
17150000.0,-148.39693364320865
17160000.0,-149.0279967652778
17170000.0,-148.25149692722448
17180000.0,-148.32689305612055
17190000.0,-149.38185677636488
17200000.0,-148.8361449869839
17210000.0,-146.6661730870577
17220000.0,-147.5215122329004
17230000.0,-149.4577886374248
17240000.0,-148.2073178037282
17250000.0,-148.52849628901856
17260000.0,-148.29036616446325
17270000.0,-148.47616036337376
17280000.0,-150.44005411875122
17290000.0,-149.084730788808
17300000.0,-148.800971344896
17310000.0,-148.06434834156275
17320000.0,-148.36991772251878
17330000.0,-148.87136986300703
17340000.0,-149.21981930192646
17350000.0,-148.46304901102368
17360000.0,-150.66072548066666
17370000.0,-151.51656991483998
17380000.0,-148.68146219134553
17390000.0,-149.77631027154678
17400000.0,-148.06028113563312
17410000.0,-147.85481024191708
17420000.0,-148.26339798426477
17430000.0,-147.47730386088168
17440000.0,-148.4177469858156
17450000.0,-150.14260277980222
17460000.0,-147.97197051439292
17470000.0,-147.59199816508774
17480000.0,-149.894785799857
17490000.0,-150.81131291385196
17500000.0,-148.43471150325254
17510000.0,-148.33180877005918
17520000.0,-148.5141647318147
17530000.0,-148.55547104874293
17540000.0,-147.95817838226463
17550000.0,-148.5752659494901
17560000.0,-148.36864036459835
17570000.0,-148.80635843407572
17580000.0,-149.1081355644914
17590000.0,-148.04930583554687
17600000.0,-148.35811546871366
17610000.0,-147.88928879840074
17620000.0,-147.30017359039365
17630000.0,-147.87083056397705
17640000.0,-148.2270097356507
17650000.0,-148.80893685588285
17660000.0,-149.25540882866608
17670000.0,-150.19584161324863
17680000.0,-149.62217442375587
17690000.0,-148.35380408641547
17700000.0,-149.16023665605593
17710000.0,-149.39734719616268
17720000.0,-148.83293621916866
17730000.0,-148.0660051378972
17740000.0,-148.19411243434035
17750000.0,-148.51435249823402
17760000.0,-148.95621902725958
17770000.0,-149.21564134427027
17780000.0,-147.94337712587688
17790000.0,-148.7186292716886
17800000.0,-148.34725280006643
17810000.0,-148.09769215338568
17820000.0,-148.0835139338866
17830000.0,-149.82421120709952
17840000.0,-149.88877436661676
17850000.0,-147.28441698439565
17860000.0,-148.6611859996088
17870000.0,-149.60167510726347
17880000.0,-149.42776677623667
17890000.0,-148.30713935115025
17900000.0,-147.6957368441725
17910000.0,-147.24712467711382
17920000.0,-148.74895580313432
17930000.0,-147.85895108334816
17940000.0,-148.51322468345
17950000.0,-146.80722735417646
17960000.0,-148.5601791675553
17970000.0,-149.38032847060694
17980000.0,-148.86858291452188
17990000.0,-149.7284841518652
18000000.0,-149.57563713579393
18010000.0,-148.6531357122994
18020000.0,-148.05439757026852
18030000.0,-149.37599876721455
18040000.0,-149.70071794937547
18050000.0,-149.54435596414842
18060000.0,-148.40579888993875
18070000.0,-148.39039448494322
18080000.0,-148.15670029189957
18090000.0,-147.36666244737665
18100000.0,-146.74686105836176
18110000.0,-150.53040326897474
18120000.0,-149.09506923312134
18130000.0,-148.1215577079787
18140000.0,-150.07337194735942
18150000.0,-149.63188684259882
18160000.0,-147.60969253689933
18170000.0,-147.0431338314297
18180000.0,-149.43073017971386
18190000.0,-149.7708073260248
18200000.0,-149.4280968035336
18210000.0,-150.31649267022567
18220000.0,-150.98241513745077
18230000.0,-149.72619201747284
18240000.0,-149.74384576257597
18250000.0,-149.56245252231054
18260000.0,-149.16874532965025
18270000.0,-148.84268949958584
18280000.0,-149.13971736085028
18290000.0,-149.34407844950104
18300000.0,-149.12122551158757
18310000.0,-148.00112771855285
18320000.0,-147.70821117810652
18330000.0,-148.33553064170485
18340000.0,-149.10256956541025
18350000.0,-148.79509284833824
18360000.0,-149.75748856108066
18370000.0,-150.66071904771263
18380000.0,-150.6942342675455
18390000.0,-150.29657444815174
18400000.0,-149.77595745996643
18410000.0,-149.16561007727245
18420000.0,-148.99251859145838
18430000.0,-148.60410818066495
18440000.0,-148.03841811487717
18450000.0,-148.2969871329426
18460000.0,-150.80916447167016
18470000.0,-149.34316697055812
18480000.0,-148.87013707943242
18490000.0,-148.5069302986622
18500000.0,-147.9472835749095
18510000.0,-148.8284840537238
18520000.0,-148.07802000229543
18530000.0,-147.78124219301603
18540000.0,-148.14029755469508
18550000.0,-148.6135491107002
18560000.0,-147.88826001206007
18570000.0,-149.37758871965028
18580000.0,-148.64194174926908
18590000.0,-148.5515295319681
18600000.0,-147.46455087034872
18610000.0,-147.31771097640316
18620000.0,-148.30101052537378
18630000.0,-150.0885441622088
18640000.0,-149.06705514306924
18650000.0,-148.5836875073644
18660000.0,-148.9561222163851
18670000.0,-150.0685951283729
18680000.0,-150.37421622690997
18690000.0,-149.69978659202812
18700000.0,-149.08470832778983
18710000.0,-150.71739922817451
18720000.0,-148.901160128841
18730000.0,-149.44367090822684
18740000.0,-148.63841782556528
